id,dataset,method,method_confidence_level,method_bias,method_recall_target,filename,row_count
1341,clef-CD009069,S-CAL,nan,1.0,0.8,clef-CD009069_S-CAL_nan_1.0_0.8.csv,999
1342,clef-CD009069,S-CAL,nan,1.0,0.9,clef-CD009069_S-CAL_nan_1.0_0.9.csv,999
1343,clef-CD009069,S-CAL,nan,1.0,0.95,clef-CD009069_S-CAL_nan_1.0_0.95.csv,999
1344,clef-CD009069,S-CAL,nan,1.0,0.99,clef-CD009069_S-CAL_nan_1.0_0.99.csv,999
1345,clef-CD009069,S-CAL,nan,1.1,0.8,clef-CD009069_S-CAL_nan_1.1_0.8.csv,999
1346,clef-CD009069,S-CAL,nan,1.1,0.9,clef-CD009069_S-CAL_nan_1.1_0.9.csv,999
1347,clef-CD009069,S-CAL,nan,1.1,0.95,clef-CD009069_S-CAL_nan_1.1_0.95.csv,999
1348,clef-CD009069,S-CAL,nan,1.1,0.99,clef-CD009069_S-CAL_nan_1.1_0.99.csv,999
1349,clef-CD009069,S-CAL,nan,1.2,0.8,clef-CD009069_S-CAL_nan_1.2_0.8.csv,999
1350,clef-CD009069,S-CAL,nan,1.2,0.9,clef-CD009069_S-CAL_nan_1.2_0.9.csv,999
1351,clef-CD009069,S-CAL,nan,1.2,0.95,clef-CD009069_S-CAL_nan_1.2_0.95.csv,999
1352,clef-CD009069,S-CAL,nan,1.2,0.99,clef-CD009069_S-CAL_nan_1.2_0.99.csv,999
1353,clef-CD009069,S-CAL,nan,1.3,0.8,clef-CD009069_S-CAL_nan_1.3_0.8.csv,999
1354,clef-CD009069,S-CAL,nan,1.3,0.9,clef-CD009069_S-CAL_nan_1.3_0.9.csv,999
1355,clef-CD009069,S-CAL,nan,1.3,0.95,clef-CD009069_S-CAL_nan_1.3_0.95.csv,999
1356,clef-CD009069,S-CAL,nan,1.3,0.99,clef-CD009069_S-CAL_nan_1.3_0.99.csv,999
1357,clef-CD009069,TM_QBCB,0.8,none,0.8,clef-CD009069_TM_QBCB_0.8_none_0.8.csv,1665
1358,clef-CD009069,TM_QBCB,0.8,none,0.9,clef-CD009069_TM_QBCB_0.8_none_0.9.csv,1665
1359,clef-CD009069,TM_QBCB,0.8,none,0.95,clef-CD009069_TM_QBCB_0.8_none_0.95.csv,1665
1360,clef-CD009069,TM_QBCB,0.8,none,0.99,clef-CD009069_TM_QBCB_0.8_none_0.99.csv,1665
1361,clef-CD009069,TM_QBCB,0.95,none,0.8,clef-CD009069_TM_QBCB_0.95_none_0.8.csv,1665
1362,clef-CD009069,TM_QBCB,0.95,none,0.9,clef-CD009069_TM_QBCB_0.95_none_0.9.csv,1665
1363,clef-CD009069,TM_QBCB,0.95,none,0.95,clef-CD009069_TM_QBCB_0.95_none_0.95.csv,1665
1364,clef-CD009069,TM_QBCB,0.95,none,0.99,clef-CD009069_TM_QBCB_0.95_none_0.99.csv,1665
1365,clef-CD009069,TM_QBCB,0.99,none,0.8,clef-CD009069_TM_QBCB_0.99_none_0.8.csv,1665
1366,clef-CD009069,TM_QBCB,0.99,none,0.9,clef-CD009069_TM_QBCB_0.99_none_0.9.csv,1665
1367,clef-CD009069,TM_QBCB,0.99,none,0.95,clef-CD009069_TM_QBCB_0.99_none_0.95.csv,1665
1368,clef-CD009069,TM_QBCB,0.99,none,0.99,clef-CD009069_TM_QBCB_0.99_none_0.99.csv,1665
1369,clef-CD009069,TM_QBCB,0.9,none,0.8,clef-CD009069_TM_QBCB_0.9_none_0.8.csv,1665
1370,clef-CD009069,TM_QBCB,0.9,none,0.9,clef-CD009069_TM_QBCB_0.9_none_0.9.csv,1665
1371,clef-CD009069,TM_QBCB,0.9,none,0.95,clef-CD009069_TM_QBCB_0.9_none_0.95.csv,1665
1372,clef-CD009069,TM_QBCB,0.9,none,0.99,clef-CD009069_TM_QBCB_0.9_none_0.99.csv,1665
1373,clef-CD009175,ALISON,0.8,none,0.8,clef-CD009175_ALISON_0.8_none_0.8.csv,650
1374,clef-CD009175,ALISON,0.8,none,0.9,clef-CD009175_ALISON_0.8_none_0.9.csv,650
1375,clef-CD009175,ALISON,0.8,none,0.95,clef-CD009175_ALISON_0.8_none_0.95.csv,650
1376,clef-CD009175,ALISON,0.8,none,0.99,clef-CD009175_ALISON_0.8_none_0.99.csv,650
1377,clef-CD009175,ALISON,0.95,none,0.8,clef-CD009175_ALISON_0.95_none_0.8.csv,650
1378,clef-CD009175,ALISON,0.95,none,0.9,clef-CD009175_ALISON_0.95_none_0.9.csv,650
1379,clef-CD009175,ALISON,0.95,none,0.95,clef-CD009175_ALISON_0.95_none_0.95.csv,650
1380,clef-CD009175,ALISON,0.95,none,0.99,clef-CD009175_ALISON_0.95_none_0.99.csv,650
1381,clef-CD009175,APRIORI,nan,none,0.8,clef-CD009175_APRIORI_nan_none_0.8.csv,3888
1382,clef-CD009175,APRIORI,nan,none,0.9,clef-CD009175_APRIORI_nan_none_0.9.csv,3888
1383,clef-CD009175,APRIORI,nan,none,0.95,clef-CD009175_APRIORI_nan_none_0.95.csv,3888
1384,clef-CD009175,APRIORI,nan,none,0.99,clef-CD009175_APRIORI_nan_none_0.99.csv,3888
1385,clef-CD009175,BATCHPRECISION,nan,none,nan,clef-CD009175_BATCHPRECISION_nan_none_nan.csv,8748
1386,clef-CD009175,CURVE_FITTING,0.8,none,0.8,clef-CD009175_CURVE_FITTING_0.8_none_0.8.csv,3240
1387,clef-CD009175,CURVE_FITTING,0.8,none,0.9,clef-CD009175_CURVE_FITTING_0.8_none_0.9.csv,3240
1388,clef-CD009175,CURVE_FITTING,0.8,none,0.95,clef-CD009175_CURVE_FITTING_0.8_none_0.95.csv,3240
1389,clef-CD009175,CURVE_FITTING,0.8,none,0.99,clef-CD009175_CURVE_FITTING_0.8_none_0.99.csv,3240
1390,clef-CD009175,CURVE_FITTING,0.95,none,0.8,clef-CD009175_CURVE_FITTING_0.95_none_0.8.csv,3240
1391,clef-CD009175,CURVE_FITTING,0.95,none,0.9,clef-CD009175_CURVE_FITTING_0.95_none_0.9.csv,3240
1392,clef-CD009175,CURVE_FITTING,0.95,none,0.95,clef-CD009175_CURVE_FITTING_0.95_none_0.95.csv,3240
1393,clef-CD009175,CURVE_FITTING,0.95,none,0.99,clef-CD009175_CURVE_FITTING_0.95_none_0.99.csv,3240
1394,clef-CD009175,CURVE_FITTING,0.99,none,0.8,clef-CD009175_CURVE_FITTING_0.99_none_0.8.csv,3240
1395,clef-CD009175,CURVE_FITTING,0.99,none,0.9,clef-CD009175_CURVE_FITTING_0.99_none_0.9.csv,3240
1396,clef-CD009175,CURVE_FITTING,0.99,none,0.95,clef-CD009175_CURVE_FITTING_0.99_none_0.95.csv,3240
1397,clef-CD009175,CURVE_FITTING,0.99,none,0.99,clef-CD009175_CURVE_FITTING_0.99_none_0.99.csv,3240
1398,clef-CD009175,CURVE_FITTING,0.9,none,0.8,clef-CD009175_CURVE_FITTING_0.9_none_0.8.csv,3240
1399,clef-CD009175,CURVE_FITTING,0.9,none,0.9,clef-CD009175_CURVE_FITTING_0.9_none_0.9.csv,3240
1400,clef-CD009175,CURVE_FITTING,0.9,none,0.95,clef-CD009175_CURVE_FITTING_0.9_none_0.95.csv,3240
1401,clef-CD009175,CURVE_FITTING,0.9,none,0.99,clef-CD009175_CURVE_FITTING_0.9_none_0.99.csv,3240
1402,clef-CD009175,HEURISTIC_FIX,nan,none,nan,clef-CD009175_HEURISTIC_FIX_nan_none_nan.csv,3888
1403,clef-CD009175,HEURISTIC_FRAC,nan,none,nan,clef-CD009175_HEURISTIC_FRAC_nan_none_nan.csv,4860
1404,clef-CD009175,HEURISTIC_RANDOM,nan,none,0.8,clef-CD009175_HEURISTIC_RANDOM_nan_none_0.8.csv,972
1405,clef-CD009175,HEURISTIC_RANDOM,nan,none,0.9,clef-CD009175_HEURISTIC_RANDOM_nan_none_0.9.csv,972
1406,clef-CD009175,HEURISTIC_RANDOM,nan,none,0.95,clef-CD009175_HEURISTIC_RANDOM_nan_none_0.95.csv,972
1407,clef-CD009175,HEURISTIC_RANDOM,nan,none,0.99,clef-CD009175_HEURISTIC_RANDOM_nan_none_0.99.csv,972
1408,clef-CD009175,HEURISTIC_SCORES,nan,none,0.8,clef-CD009175_HEURISTIC_SCORES_nan_none_0.8.csv,3888
1409,clef-CD009175,HEURISTIC_SCORES,nan,none,0.9,clef-CD009175_HEURISTIC_SCORES_nan_none_0.9.csv,3888
1410,clef-CD009175,HEURISTIC_SCORES,nan,none,0.95,clef-CD009175_HEURISTIC_SCORES_nan_none_0.95.csv,3888
1411,clef-CD009175,HEURISTIC_SCORES,nan,none,0.99,clef-CD009175_HEURISTIC_SCORES_nan_none_0.99.csv,3888
1412,clef-CD009175,IPP,0.8,none,0.8,clef-CD009175_IPP_0.8_none_0.8.csv,4860
1413,clef-CD009175,IPP,0.8,none,0.9,clef-CD009175_IPP_0.8_none_0.9.csv,4860
1414,clef-CD009175,IPP,0.8,none,0.95,clef-CD009175_IPP_0.8_none_0.95.csv,4860
1415,clef-CD009175,IPP,0.8,none,0.99,clef-CD009175_IPP_0.8_none_0.99.csv,4860
1416,clef-CD009175,IPP,0.95,none,0.8,clef-CD009175_IPP_0.95_none_0.8.csv,4860
1417,clef-CD009175,IPP,0.95,none,0.9,clef-CD009175_IPP_0.95_none_0.9.csv,4860
1418,clef-CD009175,IPP,0.95,none,0.95,clef-CD009175_IPP_0.95_none_0.95.csv,4860
1419,clef-CD009175,IPP,0.95,none,0.99,clef-CD009175_IPP_0.95_none_0.99.csv,4860
1420,clef-CD009175,IPP,0.99,none,0.8,clef-CD009175_IPP_0.99_none_0.8.csv,4860
1421,clef-CD009175,IPP,0.99,none,0.9,clef-CD009175_IPP_0.99_none_0.9.csv,4860
1422,clef-CD009175,IPP,0.99,none,0.95,clef-CD009175_IPP_0.99_none_0.95.csv,4860
1423,clef-CD009175,IPP,0.99,none,0.99,clef-CD009175_IPP_0.99_none_0.99.csv,4860
1424,clef-CD009175,IPP,0.9,none,0.8,clef-CD009175_IPP_0.9_none_0.8.csv,4860
1425,clef-CD009175,IPP,0.9,none,0.9,clef-CD009175_IPP_0.9_none_0.9.csv,4860
1426,clef-CD009175,IPP,0.9,none,0.95,clef-CD009175_IPP_0.9_none_0.95.csv,4860
1427,clef-CD009175,IPP,0.9,none,0.99,clef-CD009175_IPP_0.9_none_0.99.csv,4860
1428,clef-CD009175,KNEE,nan,none,nan,clef-CD009175_KNEE_nan_none_nan.csv,34992
1429,clef-CD009175,QUANT_CI,nan,none,0.8,clef-CD009175_QUANT_CI_nan_none_0.8.csv,2916
1430,clef-CD009175,QUANT_CI,nan,none,0.9,clef-CD009175_QUANT_CI_nan_none_0.9.csv,2916
1431,clef-CD009175,QUANT_CI,nan,none,0.95,clef-CD009175_QUANT_CI_nan_none_0.95.csv,2916
1432,clef-CD009175,QUANT_CI,nan,none,0.99,clef-CD009175_QUANT_CI_nan_none_0.99.csv,2916
1433,clef-CD009175,S-CAL,nan,0.9,0.8,clef-CD009175_S-CAL_nan_0.9_0.8.csv,2916
1434,clef-CD009175,S-CAL,nan,0.9,0.9,clef-CD009175_S-CAL_nan_0.9_0.9.csv,2916
1435,clef-CD009175,S-CAL,nan,0.9,0.95,clef-CD009175_S-CAL_nan_0.9_0.95.csv,2916
1436,clef-CD009175,S-CAL,nan,0.9,0.99,clef-CD009175_S-CAL_nan_0.9_0.99.csv,2916
1437,clef-CD009175,S-CAL,nan,1.05,0.8,clef-CD009175_S-CAL_nan_1.05_0.8.csv,2916
1438,clef-CD009175,S-CAL,nan,1.05,0.9,clef-CD009175_S-CAL_nan_1.05_0.9.csv,2916
1439,clef-CD009175,S-CAL,nan,1.05,0.95,clef-CD009175_S-CAL_nan_1.05_0.95.csv,2916
1440,clef-CD009175,S-CAL,nan,1.05,0.99,clef-CD009175_S-CAL_nan_1.05_0.99.csv,2916
1441,clef-CD009175,S-CAL,nan,1.0,0.8,clef-CD009175_S-CAL_nan_1.0_0.8.csv,2916
1442,clef-CD009175,S-CAL,nan,1.0,0.9,clef-CD009175_S-CAL_nan_1.0_0.9.csv,2916
1443,clef-CD009175,S-CAL,nan,1.0,0.95,clef-CD009175_S-CAL_nan_1.0_0.95.csv,2916
1444,clef-CD009175,S-CAL,nan,1.0,0.99,clef-CD009175_S-CAL_nan_1.0_0.99.csv,2916
1445,clef-CD009175,S-CAL,nan,1.1,0.8,clef-CD009175_S-CAL_nan_1.1_0.8.csv,2916
1446,clef-CD009175,S-CAL,nan,1.1,0.9,clef-CD009175_S-CAL_nan_1.1_0.9.csv,2916
1447,clef-CD009175,S-CAL,nan,1.1,0.95,clef-CD009175_S-CAL_nan_1.1_0.95.csv,2916
1448,clef-CD009175,S-CAL,nan,1.1,0.99,clef-CD009175_S-CAL_nan_1.1_0.99.csv,2916
1449,clef-CD009175,S-CAL,nan,1.2,0.8,clef-CD009175_S-CAL_nan_1.2_0.8.csv,2916
1450,clef-CD009175,S-CAL,nan,1.2,0.9,clef-CD009175_S-CAL_nan_1.2_0.9.csv,2916
1451,clef-CD009175,S-CAL,nan,1.2,0.95,clef-CD009175_S-CAL_nan_1.2_0.95.csv,2916
1452,clef-CD009175,S-CAL,nan,1.2,0.99,clef-CD009175_S-CAL_nan_1.2_0.99.csv,2916
1453,clef-CD009175,S-CAL,nan,1.3,0.8,clef-CD009175_S-CAL_nan_1.3_0.8.csv,2916
1454,clef-CD009175,S-CAL,nan,1.3,0.9,clef-CD009175_S-CAL_nan_1.3_0.9.csv,2916
1455,clef-CD009175,S-CAL,nan,1.3,0.95,clef-CD009175_S-CAL_nan_1.3_0.95.csv,2916
1456,clef-CD009175,S-CAL,nan,1.3,0.99,clef-CD009175_S-CAL_nan_1.3_0.99.csv,2916
1457,clef-CD009175,TM_QBCB,0.8,none,0.8,clef-CD009175_TM_QBCB_0.8_none_0.8.csv,4860
1458,clef-CD009175,TM_QBCB,0.8,none,0.9,clef-CD009175_TM_QBCB_0.8_none_0.9.csv,4860
1459,clef-CD009175,TM_QBCB,0.8,none,0.95,clef-CD009175_TM_QBCB_0.8_none_0.95.csv,4860
1460,clef-CD009175,TM_QBCB,0.8,none,0.99,clef-CD009175_TM_QBCB_0.8_none_0.99.csv,4860
1461,clef-CD009175,TM_QBCB,0.95,none,0.8,clef-CD009175_TM_QBCB_0.95_none_0.8.csv,4860
1462,clef-CD009175,TM_QBCB,0.95,none,0.9,clef-CD009175_TM_QBCB_0.95_none_0.9.csv,4860
1463,clef-CD009175,TM_QBCB,0.95,none,0.95,clef-CD009175_TM_QBCB_0.95_none_0.95.csv,4860
1464,clef-CD009175,TM_QBCB,0.95,none,0.99,clef-CD009175_TM_QBCB_0.95_none_0.99.csv,4860
1465,clef-CD009175,TM_QBCB,0.99,none,0.8,clef-CD009175_TM_QBCB_0.99_none_0.8.csv,4860
1466,clef-CD009175,TM_QBCB,0.99,none,0.9,clef-CD009175_TM_QBCB_0.99_none_0.9.csv,4860
1467,clef-CD009175,TM_QBCB,0.99,none,0.95,clef-CD009175_TM_QBCB_0.99_none_0.95.csv,4860
1468,clef-CD009175,TM_QBCB,0.99,none,0.99,clef-CD009175_TM_QBCB_0.99_none_0.99.csv,4860
1469,clef-CD009175,TM_QBCB,0.9,none,0.8,clef-CD009175_TM_QBCB_0.9_none_0.8.csv,4860
1470,clef-CD009175,TM_QBCB,0.9,none,0.9,clef-CD009175_TM_QBCB_0.9_none_0.9.csv,4860
1471,clef-CD009175,TM_QBCB,0.9,none,0.95,clef-CD009175_TM_QBCB_0.9_none_0.95.csv,4860
1472,clef-CD009175,TM_QBCB,0.9,none,0.99,clef-CD009175_TM_QBCB_0.9_none_0.99.csv,4860
1473,clef-CD009185,APRIORI,nan,none,0.8,clef-CD009185_APRIORI_nan_none_0.8.csv,1020
1474,clef-CD009185,APRIORI,nan,none,0.9,clef-CD009185_APRIORI_nan_none_0.9.csv,1020
1475,clef-CD009185,APRIORI,nan,none,0.95,clef-CD009185_APRIORI_nan_none_0.95.csv,1020
1476,clef-CD009185,APRIORI,nan,none,0.99,clef-CD009185_APRIORI_nan_none_0.99.csv,1020
1477,clef-CD009185,BATCHPRECISION,nan,none,nan,clef-CD009185_BATCHPRECISION_nan_none_nan.csv,2295
1478,clef-CD009185,HEURISTIC_FIX,nan,none,nan,clef-CD009185_HEURISTIC_FIX_nan_none_nan.csv,1020
1479,clef-CD009185,HEURISTIC_FRAC,nan,none,nan,clef-CD009185_HEURISTIC_FRAC_nan_none_nan.csv,1275
1480,clef-CD009185,HEURISTIC_RANDOM,nan,none,0.8,clef-CD009185_HEURISTIC_RANDOM_nan_none_0.8.csv,255
1481,clef-CD009185,HEURISTIC_RANDOM,nan,none,0.9,clef-CD009185_HEURISTIC_RANDOM_nan_none_0.9.csv,255
1482,clef-CD009185,HEURISTIC_RANDOM,nan,none,0.95,clef-CD009185_HEURISTIC_RANDOM_nan_none_0.95.csv,255
1483,clef-CD009185,HEURISTIC_RANDOM,nan,none,0.99,clef-CD009185_HEURISTIC_RANDOM_nan_none_0.99.csv,255
1484,clef-CD009185,HEURISTIC_SCORES,nan,none,0.8,clef-CD009185_HEURISTIC_SCORES_nan_none_0.8.csv,1020
1485,clef-CD009185,HEURISTIC_SCORES,nan,none,0.9,clef-CD009185_HEURISTIC_SCORES_nan_none_0.9.csv,1020
1486,clef-CD009185,HEURISTIC_SCORES,nan,none,0.95,clef-CD009185_HEURISTIC_SCORES_nan_none_0.95.csv,1020
1487,clef-CD009185,HEURISTIC_SCORES,nan,none,0.99,clef-CD009185_HEURISTIC_SCORES_nan_none_0.99.csv,1020
1488,clef-CD009185,IPP,0.8,none,0.8,clef-CD009185_IPP_0.8_none_0.8.csv,1275
1489,clef-CD009185,IPP,0.8,none,0.9,clef-CD009185_IPP_0.8_none_0.9.csv,1275
1490,clef-CD009185,IPP,0.8,none,0.95,clef-CD009185_IPP_0.8_none_0.95.csv,1275
1491,clef-CD009185,IPP,0.8,none,0.99,clef-CD009185_IPP_0.8_none_0.99.csv,1275
1492,clef-CD009185,IPP,0.95,none,0.8,clef-CD009185_IPP_0.95_none_0.8.csv,1275
1493,clef-CD009185,IPP,0.95,none,0.9,clef-CD009185_IPP_0.95_none_0.9.csv,1275
1494,clef-CD009185,IPP,0.95,none,0.95,clef-CD009185_IPP_0.95_none_0.95.csv,1275
1495,clef-CD009185,IPP,0.95,none,0.99,clef-CD009185_IPP_0.95_none_0.99.csv,1275
1496,clef-CD009185,IPP,0.99,none,0.8,clef-CD009185_IPP_0.99_none_0.8.csv,1275
1497,clef-CD009185,IPP,0.99,none,0.9,clef-CD009185_IPP_0.99_none_0.9.csv,1275
1498,clef-CD009185,IPP,0.99,none,0.95,clef-CD009185_IPP_0.99_none_0.95.csv,1275
1499,clef-CD009185,IPP,0.99,none,0.99,clef-CD009185_IPP_0.99_none_0.99.csv,1275
1500,clef-CD009185,IPP,0.9,none,0.8,clef-CD009185_IPP_0.9_none_0.8.csv,1275
1501,clef-CD009185,IPP,0.9,none,0.9,clef-CD009185_IPP_0.9_none_0.9.csv,1275
1502,clef-CD009185,IPP,0.9,none,0.95,clef-CD009185_IPP_0.9_none_0.95.csv,1275
1503,clef-CD009185,IPP,0.9,none,0.99,clef-CD009185_IPP_0.9_none_0.99.csv,1275
1504,clef-CD009185,KNEE,nan,none,nan,clef-CD009185_KNEE_nan_none_nan.csv,9180
1505,clef-CD009185,QUANT_CI,nan,none,0.8,clef-CD009185_QUANT_CI_nan_none_0.8.csv,765
1506,clef-CD009185,QUANT_CI,nan,none,0.9,clef-CD009185_QUANT_CI_nan_none_0.9.csv,765
1507,clef-CD009185,QUANT_CI,nan,none,0.95,clef-CD009185_QUANT_CI_nan_none_0.95.csv,765
1508,clef-CD009185,QUANT_CI,nan,none,0.99,clef-CD009185_QUANT_CI_nan_none_0.99.csv,765
1509,clef-CD009185,S-CAL,nan,0.9,0.8,clef-CD009185_S-CAL_nan_0.9_0.8.csv,510
1510,clef-CD009185,S-CAL,nan,0.9,0.9,clef-CD009185_S-CAL_nan_0.9_0.9.csv,510
1511,clef-CD009185,S-CAL,nan,0.9,0.95,clef-CD009185_S-CAL_nan_0.9_0.95.csv,510
1512,clef-CD009185,S-CAL,nan,0.9,0.99,clef-CD009185_S-CAL_nan_0.9_0.99.csv,510
1513,clef-CD009185,S-CAL,nan,1.05,0.8,clef-CD009185_S-CAL_nan_1.05_0.8.csv,510
1514,clef-CD009185,S-CAL,nan,1.05,0.9,clef-CD009185_S-CAL_nan_1.05_0.9.csv,510
1515,clef-CD009185,S-CAL,nan,1.05,0.95,clef-CD009185_S-CAL_nan_1.05_0.95.csv,510
1516,clef-CD009185,S-CAL,nan,1.05,0.99,clef-CD009185_S-CAL_nan_1.05_0.99.csv,510
1517,clef-CD009185,S-CAL,nan,1.0,0.8,clef-CD009185_S-CAL_nan_1.0_0.8.csv,510
1518,clef-CD009185,S-CAL,nan,1.0,0.9,clef-CD009185_S-CAL_nan_1.0_0.9.csv,510
1519,clef-CD009185,S-CAL,nan,1.0,0.95,clef-CD009185_S-CAL_nan_1.0_0.95.csv,510
1520,clef-CD009185,S-CAL,nan,1.0,0.99,clef-CD009185_S-CAL_nan_1.0_0.99.csv,510
1521,clef-CD009185,S-CAL,nan,1.1,0.8,clef-CD009185_S-CAL_nan_1.1_0.8.csv,510
1522,clef-CD009185,S-CAL,nan,1.1,0.9,clef-CD009185_S-CAL_nan_1.1_0.9.csv,510
1523,clef-CD009185,S-CAL,nan,1.1,0.95,clef-CD009185_S-CAL_nan_1.1_0.95.csv,510
1524,clef-CD009185,S-CAL,nan,1.1,0.99,clef-CD009185_S-CAL_nan_1.1_0.99.csv,510
1525,clef-CD009185,S-CAL,nan,1.2,0.8,clef-CD009185_S-CAL_nan_1.2_0.8.csv,510
1526,clef-CD009185,S-CAL,nan,1.2,0.9,clef-CD009185_S-CAL_nan_1.2_0.9.csv,510
1527,clef-CD009185,S-CAL,nan,1.2,0.95,clef-CD009185_S-CAL_nan_1.2_0.95.csv,510
1528,clef-CD009185,S-CAL,nan,1.2,0.99,clef-CD009185_S-CAL_nan_1.2_0.99.csv,510
1529,clef-CD009185,S-CAL,nan,1.3,0.8,clef-CD009185_S-CAL_nan_1.3_0.8.csv,510
1530,clef-CD009185,S-CAL,nan,1.3,0.9,clef-CD009185_S-CAL_nan_1.3_0.9.csv,510
1531,clef-CD009185,S-CAL,nan,1.3,0.95,clef-CD009185_S-CAL_nan_1.3_0.95.csv,510
1532,clef-CD009185,S-CAL,nan,1.3,0.99,clef-CD009185_S-CAL_nan_1.3_0.99.csv,510
1533,clef-CD009323,ALISON,0.8,none,0.8,clef-CD009323_ALISON_0.8_none_0.8.csv,486
1534,clef-CD009323,ALISON,0.8,none,0.9,clef-CD009323_ALISON_0.8_none_0.9.csv,486
1535,clef-CD009323,ALISON,0.8,none,0.95,clef-CD009323_ALISON_0.8_none_0.95.csv,486
1536,clef-CD009323,ALISON,0.8,none,0.99,clef-CD009323_ALISON_0.8_none_0.99.csv,486
1537,clef-CD009323,ALISON,0.95,none,0.8,clef-CD009323_ALISON_0.95_none_0.8.csv,486
1538,clef-CD009323,ALISON,0.95,none,0.9,clef-CD009323_ALISON_0.95_none_0.9.csv,486
1539,clef-CD009323,ALISON,0.95,none,0.95,clef-CD009323_ALISON_0.95_none_0.95.csv,486
1540,clef-CD009323,ALISON,0.95,none,0.99,clef-CD009323_ALISON_0.95_none_0.99.csv,486
1541,clef-CD009323,APRIORI,nan,none,0.8,clef-CD009323_APRIORI_nan_none_0.8.csv,2904
1542,clef-CD009323,APRIORI,nan,none,0.9,clef-CD009323_APRIORI_nan_none_0.9.csv,2904
1543,clef-CD009323,APRIORI,nan,none,0.95,clef-CD009323_APRIORI_nan_none_0.95.csv,2904
1544,clef-CD009323,APRIORI,nan,none,0.99,clef-CD009323_APRIORI_nan_none_0.99.csv,2904
1545,clef-CD009323,BATCHPRECISION,nan,none,nan,clef-CD009323_BATCHPRECISION_nan_none_nan.csv,6534
1546,clef-CD009323,CURVE_FITTING,0.8,none,0.8,clef-CD009323_CURVE_FITTING_0.8_none_0.8.csv,2420
1547,clef-CD009323,CURVE_FITTING,0.8,none,0.9,clef-CD009323_CURVE_FITTING_0.8_none_0.9.csv,2420
1548,clef-CD009323,CURVE_FITTING,0.8,none,0.95,clef-CD009323_CURVE_FITTING_0.8_none_0.95.csv,2420
1549,clef-CD009323,CURVE_FITTING,0.8,none,0.99,clef-CD009323_CURVE_FITTING_0.8_none_0.99.csv,2420
1550,clef-CD009323,CURVE_FITTING,0.95,none,0.8,clef-CD009323_CURVE_FITTING_0.95_none_0.8.csv,2420
1551,clef-CD009323,CURVE_FITTING,0.95,none,0.9,clef-CD009323_CURVE_FITTING_0.95_none_0.9.csv,2420
1552,clef-CD009323,CURVE_FITTING,0.95,none,0.95,clef-CD009323_CURVE_FITTING_0.95_none_0.95.csv,2420
1553,clef-CD009323,CURVE_FITTING,0.95,none,0.99,clef-CD009323_CURVE_FITTING_0.95_none_0.99.csv,2420
1554,clef-CD009323,CURVE_FITTING,0.99,none,0.8,clef-CD009323_CURVE_FITTING_0.99_none_0.8.csv,2420
1555,clef-CD009323,CURVE_FITTING,0.99,none,0.9,clef-CD009323_CURVE_FITTING_0.99_none_0.9.csv,2420
1556,clef-CD009323,CURVE_FITTING,0.99,none,0.95,clef-CD009323_CURVE_FITTING_0.99_none_0.95.csv,2420
1557,clef-CD009323,CURVE_FITTING,0.99,none,0.99,clef-CD009323_CURVE_FITTING_0.99_none_0.99.csv,2420
1558,clef-CD009323,CURVE_FITTING,0.9,none,0.8,clef-CD009323_CURVE_FITTING_0.9_none_0.8.csv,2420
1559,clef-CD009323,CURVE_FITTING,0.9,none,0.9,clef-CD009323_CURVE_FITTING_0.9_none_0.9.csv,2420
1560,clef-CD009323,CURVE_FITTING,0.9,none,0.95,clef-CD009323_CURVE_FITTING_0.9_none_0.95.csv,2420
1561,clef-CD009323,CURVE_FITTING,0.9,none,0.99,clef-CD009323_CURVE_FITTING_0.9_none_0.99.csv,2420
1562,clef-CD009323,HEURISTIC_FIX,nan,none,nan,clef-CD009323_HEURISTIC_FIX_nan_none_nan.csv,2904
1563,clef-CD009323,HEURISTIC_FRAC,nan,none,nan,clef-CD009323_HEURISTIC_FRAC_nan_none_nan.csv,3630
1564,clef-CD009323,HEURISTIC_RANDOM,nan,none,0.8,clef-CD009323_HEURISTIC_RANDOM_nan_none_0.8.csv,726
1565,clef-CD009323,HEURISTIC_RANDOM,nan,none,0.9,clef-CD009323_HEURISTIC_RANDOM_nan_none_0.9.csv,726
1566,clef-CD009323,HEURISTIC_RANDOM,nan,none,0.95,clef-CD009323_HEURISTIC_RANDOM_nan_none_0.95.csv,726
1567,clef-CD009323,HEURISTIC_RANDOM,nan,none,0.99,clef-CD009323_HEURISTIC_RANDOM_nan_none_0.99.csv,726
1568,clef-CD009323,HEURISTIC_SCORES,nan,none,0.8,clef-CD009323_HEURISTIC_SCORES_nan_none_0.8.csv,2904
1569,clef-CD009323,HEURISTIC_SCORES,nan,none,0.9,clef-CD009323_HEURISTIC_SCORES_nan_none_0.9.csv,2904
1570,clef-CD009323,HEURISTIC_SCORES,nan,none,0.95,clef-CD009323_HEURISTIC_SCORES_nan_none_0.95.csv,2904
1571,clef-CD009323,HEURISTIC_SCORES,nan,none,0.99,clef-CD009323_HEURISTIC_SCORES_nan_none_0.99.csv,2904
1572,clef-CD009323,IPP,0.8,none,0.8,clef-CD009323_IPP_0.8_none_0.8.csv,3630
1573,clef-CD009323,IPP,0.8,none,0.9,clef-CD009323_IPP_0.8_none_0.9.csv,3630
1574,clef-CD009323,IPP,0.8,none,0.95,clef-CD009323_IPP_0.8_none_0.95.csv,3630
